Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,LogAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
Forster,850,44,3,140393.65,2,0,1,186285.52,0,3.8066624897703196,0,1,0,0,1
Sun,646,50,5,142644.64,2,1,1,142208.5,1,3.9318256327243257,0,0,1,1,0
Bocharova,659,44,9,23503.31,1,0,1,169862.01,1,3.8066624897703196,1,0,0,1,0
Y?an,487,33,8,145729.71,1,1,0,41365.85,0,3.5263605246161616,0,0,1,0,1
Singh,740,40,2,122295.17,2,1,1,30812.84,0,3.713572066704308,0,1,0,1,0
Nkemakonam,686,39,4,0.0,2,1,0,155023.93,0,3.6888794541139363,1,0,0,0,1
Chiemenam,612,36,5,119799.27,2,1,0,159416.58,0,3.6109179126442243,0,0,1,1,0
Angelo,655,37,8,163708.58,2,0,0,76259.23,0,3.6375861597263857,0,0,1,0,1
Frolov,617,34,1,61687.33,2,1,0,105965.25,0,3.5553480614894135,1,0,0,0,1
West,674,27,4,79144.34,1,0,1,50743.83,0,3.332204510175204,1,0,0,1,0
Beatham,711,32,5,0.0,2,1,1,147720.27,0,3.4965075614664802,0,0,1,0,1
Pollard,624,27,7,104848.68,1,1,1,167387.36,0,3.332204510175204,0,1,0,1,0
Hsing,597,26,5,0.0,2,0,1,95159.13,0,3.295836866004329,0,0,1,0,1
Dowse,682,46,4,0.0,1,1,1,4654.28,0,3.8501476017100584,0,0,1,0,1
Lucciano,775,45,8,0.0,1,1,0,130376.68,0,3.828641396489095,1,0,0,0,1
Godfrey,727,29,1,146652.01,1,1,1,173486.39,0,3.4011973816621555,1,0,0,1,0
Gratton,629,31,6,0.0,2,1,0,93881.75,0,3.4657359027997265,1,0,0,0,1
Manning,684,46,0,0.0,2,1,1,36376.97,0,3.8501476017100584,1,0,0,0,1
Mazzi,549,37,1,130622.34,2,1,1,128499.94,0,3.6375861597263857,0,1,0,1,0
Wall,593,69,2,187013.13,2,0,1,105898.69,0,4.248495242049359,0,1,0,0,1
Sims,536,40,9,0.0,2,1,1,11959.03,0,3.713572066704308,0,0,1,0,1
Allan,707,36,6,0.0,1,0,0,98810.78,0,3.6109179126442243,1,0,0,1,0
Griffen,592,41,0,0.0,2,1,0,65906.07,0,3.7376696182833684,0,0,1,0,1
Russell,703,44,6,98862.54,1,1,0,151516.7,0,3.8066624897703196,1,0,0,0,1
Brown,723,45,4,0.0,2,1,0,37214.39,0,3.828641396489095,0,0,1,1,0
Palerma,452,52,1,98443.14,2,0,0,92033.98,0,3.970291913552122,0,1,0,0,1
Gilbert,552,42,4,0.0,2,0,0,195692.3,0,3.7612001156935624,0,0,1,0,1
Uvarov,633,47,0,0.0,1,1,1,6342.84,1,3.8712010109078907,1,0,0,1,0
Wisdom,479,23,9,123575.51,1,0,1,95148.28,0,3.1780538303479458,0,1,0,1,0
Hussain,768,25,6,0.0,2,1,1,21215.67,0,3.258096538021482,1,0,0,0,1
Woods,742,31,4,105239.1,1,1,1,19700.24,0,3.4657359027997265,1,0,0,0,1
Cameron,668,56,9,110993.79,1,1,0,134396.64,1,4.04305126783455,0,1,0,0,1
Mai,707,44,3,0.0,2,1,1,135077.01,0,3.8066624897703196,0,0,1,0,1
Gibson,754,39,7,157691.98,2,1,0,133600.89,1,3.6888794541139363,0,0,1,0,1
Grigoryeva,544,47,5,105245.21,1,0,0,99922.08,1,3.8712010109078907,0,1,0,0,1
Gunter,718,32,8,0.0,2,1,1,41399.33,0,3.4965075614664802,0,0,1,0,1
Arcuri,762,31,7,117687.35,1,1,1,159344.43,0,3.4657359027997265,1,0,0,0,1
Tung,772,23,2,0.0,2,1,0,18364.19,0,3.1780538303479458,1,0,0,0,1
Smith,691,37,7,123067.63,1,1,1,98162.44,1,3.6375861597263857,0,1,0,1,0
Lori,502,45,0,0.0,1,0,0,84663.21,0,3.828641396489095,1,0,0,0,1
Chidimma,563,34,6,0.0,2,0,0,36536.93,0,3.5553480614894135,1,0,0,1,0
Ting,676,41,4,101457.14,1,1,1,79101.67,0,3.7376696182833684,1,0,0,1,0
Tsao,576,52,2,100549.43,2,1,1,16644.16,0,3.970291913552122,0,0,1,0,1
Collee,629,35,4,174588.8,2,0,1,158420.14,0,3.58351893845611,0,0,1,0,1
Lettiere,625,52,8,121161.57,1,1,0,48988.28,0,3.970291913552122,0,0,1,0,1
Fu,628,45,9,0.0,2,1,1,96862.56,0,3.828641396489095,1,0,0,0,1
Bergamaschi,471,36,5,90063.74,2,1,1,96366.7,0,3.6109179126442243,0,1,0,1,0
Dyer,811,45,5,0.0,2,1,1,146123.19,0,3.828641396489095,1,0,0,1,0
Buccho,504,42,3,134936.97,2,0,0,135178.91,0,3.7612001156935624,1,0,0,0,1
Jones,687,24,3,110495.27,1,1,0,158615.41,0,3.2188758248682006,1,0,0,1,0
Nebechi,660,37,2,133200.09,1,0,0,71433.88,0,3.6375861597263857,0,1,0,1,0
Ibekwe,548,41,4,82596.8,1,0,1,55672.09,0,3.7376696182833684,1,0,0,1,0
Gorshkov,609,31,9,103837.75,1,1,1,150218.11,0,3.4657359027997265,0,1,0,0,1
Nweke,659,42,2,0.0,1,0,0,162734.31,1,3.7612001156935624,0,0,1,1,0
Hairston,526,52,8,93590.47,1,0,1,21228.71,1,3.970291913552122,1,0,0,0,1
Loggia,725,40,8,104149.66,1,1,0,62027.9,0,3.713572066704308,0,1,0,0,1
Morgan,519,38,1,114141.64,1,1,1,60988.21,1,3.6635616461296463,0,1,0,0,1
Abdulov,562,31,9,117153.0,1,1,1,108675.01,0,3.4657359027997265,0,1,0,1,0
Norris,482,45,7,156353.46,1,1,0,72643.95,1,3.828641396489095,0,1,0,0,1
Clark,535,37,3,175534.78,2,1,1,9241.52,0,3.6375861597263857,0,0,1,0,1
Chukwudi,561,27,9,135637.0,1,1,0,153080.4,1,3.332204510175204,1,0,0,1,0
Perkin,661,30,7,0.0,2,1,0,72196.57,0,3.4339872044851463,1,0,0,1,0
Ch'ang,771,27,2,0.0,2,1,1,199527.34,0,3.332204510175204,1,0,0,0,1
Kang,545,26,7,0.0,2,0,1,156598.23,0,3.295836866004329,1,0,0,0,1
Chukwudi,850,33,2,83415.04,1,0,1,74917.64,0,3.5263605246161616,0,1,0,1,0
Frolova,601,43,3,141859.12,2,1,1,111249.62,0,3.784189633918261,0,1,0,0,1
Chiu,712,38,7,132767.66,2,1,1,59115.77,0,3.6635616461296463,0,1,0,0,1
Simpson,589,31,10,110635.32,1,1,0,148218.86,0,3.4657359027997265,1,0,0,1,0
McLean,600,37,8,177657.35,1,1,1,77142.32,0,3.6375861597263857,0,0,1,0,1
Hu,642,41,4,157777.58,1,1,0,67484.6,0,3.7376696182833684,0,1,0,0,1
Savage,575,47,9,107915.94,2,1,1,63452.18,1,3.8712010109078907,0,1,0,0,1
Wallace,570,57,5,86568.75,1,0,1,103660.31,0,4.060443010546419,0,1,0,1,0
Winter,532,52,9,137755.76,1,1,0,163191.99,1,3.970291913552122,0,1,0,0,1
Ho,796,30,2,137262.71,2,1,0,62905.29,0,3.4339872044851463,1,0,0,0,1
Su,833,32,6,0.0,1,1,1,44323.22,1,3.4965075614664802,0,0,1,0,1
Li Fonti,642,36,6,0.0,2,1,1,97938.59,0,3.6109179126442243,0,0,1,1,0
Ives,655,28,10,0.0,2,0,1,126565.21,0,3.367295829986474,1,0,0,0,1
Trevisani,736,50,9,116309.01,1,1,0,185360.4,1,3.9318256327243257,0,1,0,0,1
Bond,617,34,0,131244.65,2,1,0,183229.02,0,3.5553480614894135,1,0,0,1,0
Lettiere,762,28,3,125155.83,2,1,1,106024.02,0,3.367295829986474,0,1,0,0,1
Houghton,703,35,5,140691.08,2,1,0,167810.26,0,3.58351893845611,0,1,0,0,1
Lei,507,41,3,58820.32,2,1,1,138536.09,0,3.7376696182833684,1,0,0,0,1
Stirling,581,26,3,105099.45,1,1,1,184520.0,1,3.295836866004329,0,1,0,1,0
Grant,593,31,9,0.0,2,0,1,20492.16,0,3.4657359027997265,1,0,0,0,1
Baresi,648,23,9,168372.52,1,1,0,134676.72,0,3.1780538303479458,1,0,0,0,1
Pearce,462,34,1,94682.56,2,1,0,138478.2,0,3.5553480614894135,0,1,0,0,1
Rutledge,596,36,2,0.0,2,0,1,125557.95,0,3.6109179126442243,0,0,1,0,1
Udegbunam,627,44,5,0.0,2,1,0,82969.61,1,3.8066624897703196,1,0,0,1,0
Zaytseva,494,40,7,0.0,2,0,1,158071.69,0,3.713572066704308,1,0,0,0,1
Onyemauchechukwu,627,73,0,146329.73,1,0,1,43615.67,0,4.304065093204169,1,0,0,0,1
Mullah,850,37,2,0.0,2,1,0,119969.99,0,3.6375861597263857,0,0,1,0,1
Candler,632,49,5,167962.7,1,0,0,140201.21,0,3.912023005428146,1,0,0,1,0
Konovalova,490,33,1,0.0,2,1,1,80792.83,0,3.5263605246161616,1,0,0,0,1
Lei,715,40,7,0.0,1,1,1,141359.11,0,3.713572066704308,1,0,0,0,1
Hollis,679,48,8,0.0,2,1,0,23344.94,0,3.8918202981106265,1,0,0,0,1
Lionel,619,44,3,116967.68,1,1,0,5075.17,1,3.8066624897703196,1,0,0,0,1
Francis,465,33,6,0.0,2,1,1,95500.98,0,3.5263605246161616,0,0,1,1,0
Carter,736,32,7,0.0,1,0,1,79082.62,0,3.4965075614664802,0,0,1,0,1
Mai,501,34,7,93244.42,1,0,1,199805.63,0,3.5553480614894135,0,1,0,1,0
Johnson,535,29,5,0.0,2,0,1,52709.55,0,3.4011973816621555,1,0,0,1,0
Sherman,759,33,2,0.0,2,1,0,56583.88,0,3.5263605246161616,1,0,0,1,0
Sabbatini,819,35,1,0.0,2,0,1,3385.04,0,3.58351893845611,1,0,0,0,1
Shih,533,43,4,80442.06,2,0,1,12537.42,0,3.784189633918261,0,1,0,0,1
Yao,632,35,2,150561.03,2,0,0,64722.61,0,3.58351893845611,0,1,0,1,0
Ko,686,60,9,0.0,3,1,1,75246.21,1,4.110873864173311,1,0,0,0,1
Kazakova,687,34,9,125474.44,1,1,0,198929.84,0,3.5553480614894135,1,0,0,1,0
Chiganu,667,33,4,127076.68,2,1,0,69011.66,0,3.5263605246161616,0,1,0,1,0
Nucci,699,25,8,0.0,2,1,1,52404.47,0,3.258096538021482,0,0,1,1,0
Marsden,497,37,8,128650.11,2,1,1,163641.53,0,3.6375861597263857,0,0,1,0,1
Serena,780,33,6,145580.61,1,1,1,154598.56,0,3.5263605246161616,0,0,1,1,0
McLean,652,51,3,0.0,1,1,0,173989.47,1,3.9512437185814275,1,0,0,1,0
Longo,477,47,9,144900.58,1,1,0,61315.37,1,3.8712010109078907,1,0,0,0,1
Wilson,652,37,4,0.0,2,1,0,143393.24,0,3.6375861597263857,1,0,0,1,0
Hsiung,488,31,8,97588.6,1,0,0,124210.53,0,3.4657359027997265,1,0,0,1,0
Wright,572,24,1,0.0,2,1,1,151460.84,0,3.2188758248682006,1,0,0,0,1
Folliero,755,38,1,0.0,2,1,0,20734.81,0,3.6635616461296463,1,0,0,1,0
Johnston,779,24,10,122200.31,2,1,0,43705.56,0,3.2188758248682006,0,1,0,1,0
Palermo,693,46,3,151709.33,1,1,0,180736.24,0,3.8501476017100584,0,0,1,1,0
Nwabugwu,530,22,7,0.0,2,1,0,104170.48,0,3.1354942159291497,0,0,1,1,0
Endrizzi,738,33,3,122134.4,2,0,1,27867.59,0,3.5263605246161616,0,0,1,1,0
Tuan,690,31,2,137260.45,2,1,0,55387.28,0,3.4657359027997265,0,1,0,0,1
Udobata,611,30,9,88594.14,1,1,0,196332.45,0,3.4339872044851463,1,0,0,1,0
Ibezimako,643,34,6,0.0,2,1,1,116046.22,0,3.5553480614894135,0,0,1,0,1
Maclean,632,41,8,127205.32,4,1,0,93874.87,1,3.7376696182833684,0,1,0,0,1
Shaw,727,31,10,96997.09,2,0,0,76614.04,0,3.4657359027997265,0,0,1,1,0
Cummins,508,64,2,0.0,1,1,1,6076.62,0,4.174387269895637,1,0,0,1,0
Lavrentiev,550,31,5,142200.19,2,1,1,122221.71,0,3.4657359027997265,1,0,0,0,1
Saunders,754,39,3,160761.41,1,1,1,24156.03,0,3.6888794541139363,0,1,0,1,0
Fiorentino,759,26,4,0.0,2,1,0,135394.62,0,3.295836866004329,1,0,0,0,1
Knight,794,33,8,0.0,2,0,0,91340.02,0,3.5263605246161616,0,0,1,0,1
Manfrin,549,29,3,0.0,2,1,0,146090.38,0,3.4011973816621555,1,0,0,0,1
Zetticci,671,31,0,116234.61,1,1,0,172096.08,0,3.4657359027997265,1,0,0,0,1
Angelo,756,26,5,155143.52,1,0,1,135034.57,1,3.295836866004329,0,1,0,1,0
Zhdanov,632,21,1,0.0,2,1,0,84008.66,0,3.091042453358316,1,0,0,1,0
Peck,579,38,8,0.0,2,0,0,91763.67,0,3.6635616461296463,1,0,0,0,1
Uwaezuoke,748,34,5,84009.47,1,1,1,137001.1,0,3.5553480614894135,1,0,0,0,1
White,488,28,7,139246.22,2,1,0,106799.49,0,3.367295829986474,0,1,0,1,0
Greco,710,58,7,170113.0,2,0,1,10494.64,0,4.07753744390572,0,1,0,0,1
Chu,619,41,8,0.0,3,1,1,79866.73,1,3.7376696182833684,0,0,1,1,0
Kodilinyechukwu,773,64,2,145578.28,1,0,1,186172.85,0,4.174387269895637,1,0,0,0,1
Scott,657,75,7,126273.95,1,0,1,91673.6,0,4.330733340286331,0,0,1,0,1
Enyinnaya,579,26,10,162482.76,1,1,1,18458.2,0,3.295836866004329,1,0,0,1,0
Hao,542,29,9,0.0,1,1,0,8342.35,0,3.4011973816621555,1,0,0,0,1
McElhone,709,32,2,87814.89,1,1,0,138578.37,0,3.4965075614664802,1,0,0,1,0
Ko,617,61,3,113858.95,1,1,1,38129.22,0,4.127134385045092,0,0,1,0,1
Day,568,43,5,87612.64,4,1,1,107155.4,1,3.784189633918261,0,1,0,0,1
Harris,769,73,1,0.0,1,1,1,29792.11,0,4.304065093204169,1,0,0,1,0
Gerald,608,26,1,106648.98,1,0,1,7063.6,0,3.295836866004329,0,1,0,0,1
Nebeuwa,503,31,4,0.0,2,1,1,21645.06,0,3.4657359027997265,0,0,1,0,1
Kaodilinakachukwu,608,38,8,103653.51,2,1,1,137079.86,0,3.6635616461296463,0,1,0,1,0
Maruff,731,37,3,116880.53,1,0,0,172718.35,1,3.6375861597263857,0,1,0,0,1
Howe,850,40,4,97990.49,2,0,0,106691.02,0,3.713572066704308,0,1,0,1,0
Knepper,591,34,4,150635.3,1,1,1,72274.84,0,3.5553480614894135,0,1,0,1,0
Fennell,579,37,4,0.0,2,1,1,32246.63,0,3.6375861597263857,0,0,1,0,1
T'ao,570,39,10,129674.89,2,1,0,80552.36,0,3.6888794541139363,1,0,0,0,1
Morris,709,37,9,0.0,2,1,0,16733.59,0,3.6375861597263857,1,0,0,1,0
Holmes,611,53,3,83568.26,1,0,0,1235.49,0,3.9889840465642745,1,0,0,0,1
Yu,775,48,4,178144.91,2,0,0,50168.41,1,3.8918202981106265,0,0,1,0,1
Walker,699,36,6,147137.74,1,1,1,33687.9,0,3.6109179126442243,0,1,0,0,1
Edwards,618,37,5,0.0,1,0,1,178705.45,1,3.6375861597263857,1,0,0,0,1
Harvey,704,36,3,114370.41,1,0,1,66810.48,0,3.6109179126442243,1,0,0,0,1
McDonald,835,47,5,108289.28,2,1,1,45859.55,1,3.8712010109078907,0,1,0,1,0
Chambers,714,39,3,149887.49,2,1,0,63846.36,0,3.6888794541139363,0,1,0,0,1
Reed,581,43,4,170172.9,1,0,1,100236.02,0,3.784189633918261,0,0,1,1,0
Shih,592,27,3,0.0,2,1,1,19645.65,0,3.332204510175204,1,0,0,0,1
Onyemachukwu,551,43,7,0.0,2,1,0,178393.68,0,3.784189633918261,1,0,0,0,1
Teng,689,28,2,64808.32,2,0,0,78591.15,0,3.367295829986474,0,1,0,1,0
Hand,604,56,0,62732.65,1,0,1,124954.56,0,4.04305126783455,1,0,0,1,0
Onyemauchechukwu,514,41,7,0.0,2,1,1,3756.65,0,3.7376696182833684,1,0,0,1,0
Bailey,698,29,5,95167.55,1,1,1,152723.23,0,3.4011973816621555,1,0,0,0,1
Chiang,581,54,2,152508.99,1,1,0,187597.98,1,4.007333185232471,0,1,0,1,0
Maclean,573,31,0,134644.19,1,1,1,70381.49,0,3.4657359027997265,0,1,0,0,1
Yobachi,449,33,8,0.0,2,0,0,156792.89,0,3.5263605246161616,0,0,1,1,0
Munro,850,31,3,51293.47,1,0,0,35534.68,0,3.4657359027997265,0,1,0,1,0
Chidi,612,41,5,0.0,3,0,0,151256.22,0,3.7376696182833684,1,0,0,0,1
Chamberlain,690,49,8,116622.73,1,0,1,51011.29,0,3.912023005428146,0,0,1,0,1
Trujillo,599,49,2,0.0,2,1,0,111190.53,0,3.912023005428146,0,0,1,1,0
Tang,498,33,1,198113.86,1,1,0,69664.35,0,3.5263605246161616,1,0,0,0,1
Wilson,497,29,4,85646.81,1,0,0,63233.02,1,3.4011973816621555,1,0,0,1,0
Mann,802,51,7,0.0,1,0,1,40855.79,0,3.9512437185814275,0,0,1,0,1
Parry,644,33,9,141234.98,1,1,0,95673.05,0,3.5263605246161616,1,0,0,0,1
Manfrin,714,34,10,0.0,2,1,1,80234.14,0,3.5553480614894135,1,0,0,0,1
Millar,690,40,9,77641.99,1,0,0,189051.59,1,3.713572066704308,1,0,0,1,0
Simmons,522,30,3,0.0,2,1,0,145490.85,0,3.4339872044851463,0,0,1,0,1
Beneventi,502,40,7,117304.29,1,0,0,196278.32,0,3.713572066704308,0,1,0,1,0
Chung,730,62,2,0.0,2,1,1,162889.1,0,4.143134726391533,0,0,1,1,0
Maxwell,590,36,6,92340.69,2,1,1,174667.58,0,3.6109179126442243,0,1,0,0,1
Dale,458,35,9,146780.52,2,1,1,3476.38,0,3.58351893845611,0,1,0,0,1
Stevens,553,41,6,144974.55,1,1,1,19344.92,0,3.7376696182833684,0,0,1,0,1
Wei,479,47,1,0.0,1,1,0,95270.83,0,3.8712010109078907,1,0,0,0,1
Chiu,693,31,2,0.0,2,1,1,107759.31,0,3.4657359027997265,1,0,0,0,1
Duncan,707,43,10,0.0,2,1,0,118368.2,0,3.784189633918261,0,0,1,0,1
Brady,636,37,1,115137.26,1,1,0,52484.01,0,3.6375861597263857,0,0,1,0,1
Macleod,807,33,10,101952.97,2,1,0,178153.65,0,3.5263605246161616,1,0,0,0,1
Berkeley,513,45,0,164649.52,3,1,0,49915.52,1,3.828641396489095,1,0,0,1,0
Kaur,582,31,2,0.0,2,1,1,33747.03,0,3.4657359027997265,1,0,0,0,1
Bell,694,32,0,91956.49,1,1,1,59961.81,0,3.4965075614664802,1,0,0,0,1
Nwokike,777,39,8,0.0,2,1,1,18613.52,0,3.6888794541139363,1,0,0,0,1
Williamson,598,32,9,123938.6,2,1,0,198894.42,0,3.4965075614664802,0,1,0,0,1
Mountgarrett,762,46,6,123571.77,3,0,1,57014.17,1,3.8501476017100584,0,1,0,0,1
Wreford,588,34,3,120777.88,1,1,1,131729.52,0,3.5553480614894135,1,0,0,1,0
Paterson,663,42,5,90248.79,1,1,1,79169.73,0,3.7612001156935624,0,1,0,0,1
Hou,777,36,7,0.0,1,1,0,106472.34,0,3.6109179126442243,1,0,0,0,1
Smith,592,71,4,0.0,2,0,1,17013.54,0,4.276666119016055,1,0,0,0,1
Peng,631,48,1,106396.48,1,1,1,150661.42,1,3.8918202981106265,0,1,0,0,1
Wollstonecraft,725,47,1,104887.43,1,0,0,86622.56,1,3.8712010109078907,0,1,0,1,0
Bolton,850,34,2,72079.71,1,1,1,115767.93,0,3.5553480614894135,1,0,0,0,1
Corrie,540,37,6,0.0,2,1,0,141998.89,0,3.6375861597263857,1,0,0,0,1
Boyle,674,36,2,0.0,2,1,1,182787.17,0,3.6109179126442243,0,0,1,0,1
Lambie,553,38,3,99844.68,1,0,0,187915.7,0,3.6635616461296463,1,0,0,0,1
Cartwright,630,28,1,0.0,2,1,1,133267.78,0,3.367295829986474,1,0,0,1,0
Lu,466,26,3,156815.71,1,1,1,137476.09,0,3.295836866004329,1,0,0,0,1
Pisano,613,47,6,146034.74,1,1,1,77146.14,0,3.8712010109078907,1,0,0,0,1
Chukwubuikem,558,27,1,152283.39,1,1,0,183271.15,0,3.332204510175204,1,0,0,0,1
Harper,775,33,1,118897.1,2,1,1,26362.4,0,3.5263605246161616,0,1,0,1,0
Wilson,698,52,8,96781.39,1,1,1,153373.71,0,3.970291913552122,0,1,0,0,1
Ch'in,608,33,1,102772.67,2,1,0,70705.58,0,3.5263605246161616,0,1,0,0,1
Streeton,670,20,4,0.0,2,1,0,119759.24,0,3.044522437723423,0,0,1,1,0
Ch'ang,591,39,8,0.0,2,0,0,42392.24,0,3.6888794541139363,0,0,1,0,1
Pennington,633,40,4,150578.0,1,0,1,34670.62,1,3.713572066704308,1,0,0,0,1
T'ien,678,46,1,0.0,2,0,0,82106.19,0,3.8501476017100584,1,0,0,1,0
Liu,590,47,3,0.0,2,1,0,171774.5,0,3.8712010109078907,1,0,0,0,1
Cunningham,705,48,0,0.0,2,0,0,149772.61,0,3.8918202981106265,1,0,0,1,0
Ch'in,608,42,10,163548.07,1,1,0,38866.85,0,3.7612001156935624,1,0,0,0,1
Smith,682,37,8,148580.12,1,1,0,35179.18,0,3.6375861597263857,1,0,0,1,0
Anderson,596,32,3,96709.07,2,0,0,41788.37,0,3.4965075614664802,0,1,0,0,1
Forbes,395,34,5,106011.59,1,1,1,17376.57,1,3.5553480614894135,0,1,0,1,0
Ansell,578,37,1,135650.88,1,1,0,199428.19,0,3.6375861597263857,0,1,0,0,1
Chiu,547,55,4,111362.76,3,1,0,16922.28,1,4.02535169073515,0,1,0,0,1
Yevdokimova,609,37,1,39344.83,1,1,1,178291.89,1,3.6375861597263857,1,0,0,0,1
Chamberlin,774,36,9,130809.77,1,1,0,152290.28,0,3.6109179126442243,0,1,0,0,1
Johnston,712,27,2,133009.51,1,1,0,126809.15,0,3.332204510175204,1,0,0,1,0
McDonald,585,28,9,135337.49,2,1,1,40385.61,0,3.367295829986474,0,1,0,1,0
Chen,666,32,10,112536.57,2,1,1,34350.54,0,3.4965075614664802,1,0,0,1,0
Cattaneo,708,35,8,122570.69,1,0,0,199005.88,0,3.58351893845611,0,0,1,1,0
Barclay-Harvey,513,44,1,63562.02,2,0,1,52629.73,1,3.8066624897703196,1,0,0,0,1
Dawson,445,37,3,0.0,2,1,1,180012.39,0,3.6375861597263857,1,0,0,0,1
Costa,690,44,9,100368.63,2,0,0,35342.33,0,3.8066624897703196,0,1,0,0,1
Chikwado,850,37,6,0.0,2,1,0,109291.22,0,3.6375861597263857,1,0,0,0,1
Ch'eng,537,33,7,136082.0,1,1,0,62746.54,0,3.5263605246161616,0,0,1,1,0
Harrison,705,48,9,114169.16,1,0,0,173273.2,1,3.8918202981106265,0,1,0,0,1
Crawford,670,45,5,47884.92,1,1,1,54340.24,0,3.828641396489095,1,0,0,1,0
Gibson,652,36,1,0.0,2,1,1,19302.78,0,3.6109179126442243,0,0,1,1,0
Martin,696,24,9,0.0,1,0,0,10883.52,0,3.2188758248682006,0,0,1,0,1
Stokes,747,49,6,202904.64,1,1,1,17298.72,1,3.912023005428146,1,0,0,0,1
Niu,511,46,1,0.0,1,1,1,115779.48,1,3.8501476017100584,1,0,0,1,0
Ampt,743,43,2,161807.18,2,0,1,93228.86,1,3.784189633918261,0,0,1,0,1
Wynn,532,52,3,110791.97,1,1,0,148704.77,1,3.970291913552122,0,1,0,0,1
Lawrence,642,33,9,0.0,2,1,1,150475.14,0,3.5263605246161616,0,0,1,1,0
Wagner,554,54,6,108755.0,1,1,0,40914.32,1,4.007333185232471,0,1,0,1,0
Argyle,604,34,3,0.0,2,1,0,38587.7,0,3.5553480614894135,0,0,1,1,0
Ofodile,602,72,3,0.0,2,1,1,171260.66,0,4.290459441148391,1,0,0,1,0
Chiemenam,757,55,9,117294.12,4,1,0,94187.47,1,4.02535169073515,0,0,1,1,0
Akobundu,491,26,4,102251.14,1,1,1,145900.89,0,3.295836866004329,0,1,0,0,1
Locke,850,31,4,0.0,2,0,0,152298.28,0,3.4657359027997265,1,0,0,0,1
Bullen,521,22,5,0.0,2,1,1,99828.45,0,3.1354942159291497,1,0,0,0,1
Forster,726,37,2,132057.92,2,1,0,34743.98,0,3.6375861597263857,1,0,0,0,1
Smith,596,33,8,0.0,1,1,0,121189.3,1,3.5263605246161616,1,0,0,0,1
Craig,850,35,7,114285.2,1,0,1,129660.59,0,3.58351893845611,0,1,0,1,0
Archer,637,41,9,0.0,2,1,0,145477.36,0,3.7376696182833684,1,0,0,1,0
McWilliams,690,32,2,76087.98,1,0,1,151822.66,0,3.4965075614664802,0,0,1,0,1
Moss,689,40,8,160272.27,1,1,0,49656.24,0,3.713572066704308,1,0,0,0,1
Townsend,633,63,4,114552.6,1,1,0,73856.28,1,4.1588830833596715,0,0,1,0,1
Brown,555,27,8,102000.17,1,1,1,116757.0,0,3.332204510175204,1,0,0,1,0
Munson,563,24,7,0.0,2,0,0,16319.56,0,3.2188758248682006,0,0,1,0,1
T'ien,494,33,1,137853.0,1,0,1,90273.85,0,3.5263605246161616,1,0,0,1,0
Shubin,534,27,9,0.0,2,1,0,161344.13,0,3.332204510175204,1,0,0,0,1
Isayeva,696,42,7,162318.61,1,1,0,121061.89,0,3.7612001156935624,0,1,0,0,1
Hung,535,50,1,140292.58,3,0,0,69531.22,1,3.9318256327243257,0,0,1,1,0
Webb,600,34,0,0.0,2,0,1,3756.23,0,3.5553480614894135,1,0,0,0,1
Scott,807,34,1,0.0,1,0,0,114448.13,0,3.5553480614894135,1,0,0,1,0
Rahman,714,52,2,0.0,1,0,1,144045.08,1,3.970291913552122,1,0,0,1,0
Lori,590,24,7,126431.54,1,1,0,58781.11,0,3.2188758248682006,1,0,0,0,1
Cooke,614,41,3,123475.04,1,1,1,179227.52,0,3.7376696182833684,1,0,0,1,0
Volkova,766,45,6,97652.96,1,1,0,127332.33,0,3.828641396489095,0,1,0,1,0
Lamb,557,42,4,0.0,2,0,1,86642.38,0,3.7612001156935624,0,0,1,0,1
Hawes,788,49,4,137455.99,1,1,0,184178.29,1,3.912023005428146,0,1,0,1,0
Smith,648,38,2,0.0,2,0,1,9551.49,0,3.6635616461296463,1,0,0,1,0
Swanton,726,33,7,99046.31,2,1,1,56053.06,0,3.5263605246161616,0,1,0,1,0
Mitchell,773,33,9,0.0,2,1,1,1118.31,0,3.5263605246161616,1,0,0,0,1
Colombo,583,27,4,105907.42,2,1,1,195732.04,0,3.332204510175204,0,1,0,0,1
Shaw,565,52,5,97720.35,2,1,0,175070.94,1,3.970291913552122,0,1,0,0,1
Shipp,705,25,9,0.0,2,0,1,112331.19,0,3.258096538021482,1,0,0,0,1
Jonathan,685,43,4,97392.18,2,1,0,43956.83,0,3.784189633918261,0,0,1,0,1
Hernandez,741,29,8,0.0,2,1,1,115994.52,0,3.4011973816621555,1,0,0,0,1
Green,658,28,9,152812.58,1,1,0,166682.57,0,3.367295829986474,0,1,0,1,0
Young,575,27,3,139301.68,1,1,0,99843.98,0,3.332204510175204,1,0,0,0,1
Han,844,41,10,76319.64,1,1,1,141175.18,1,3.7376696182833684,1,0,0,1,0
Highland,559,67,9,125919.35,1,1,0,175910.95,1,4.219507705176107,0,0,1,0,1
Hamilton,725,37,6,124348.38,2,0,1,176984.34,0,3.6375861597263857,1,0,0,0,1
Yobanna,450,29,7,117199.8,1,1,1,43480.63,0,3.4011973816621555,1,0,0,0,1
Crawford,738,57,9,148384.64,1,0,0,155047.11,1,4.060443010546419,0,1,0,1,0
Beavers,642,19,3,113905.48,1,1,1,176137.2,0,2.995732273553991,0,1,0,1,0
